,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Text,Feature_Words,Sentiment
183,183,183,183,183,183,183,ðŸ˜Ž RT @VirginAmerica: Youâ€™ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,rt met got status another upgrade,pos
184,184,184,184,184,184,184,@VirginAmerica Only way to fly! #Elevate #Gold,way elevate gold,neg
185,185,185,185,185,185,185,@VirginAmerica If only you guys had flights from CMH.,guy flight,neg
186,186,186,186,186,186,186,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",lot thrown customer thanks worst airline,neg
187,187,187,187,187,187,187,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,flight stuff wrong nothing worst flight ever,neg
188,188,188,188,188,188,188,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,issue finding missing item help find airport plane headed,neg
189,189,189,189,189,189,189,@VirginAmerica you will match my #AmericanAirlines status? Cool!,match americanairlines,neg
190,190,190,190,190,190,190,â€œ@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqyâ€ @asarco_ES_ar ? ðŸ™‰,met status another upgrade,pos
191,191,191,191,191,191,191,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,trying book flight guy website let lose business,neg
192,192,192,192,192,192,192,@VirginAmerica you suck!,,neg
193,193,193,193,193,193,193,@VirginAmerica thanks!,,neg
194,194,194,194,194,194,194,@VirginAmerica Just DM'd. Same issue persisting.,issue,neg
195,195,195,195,195,195,195,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,never cancelled flightlation notice left w option fly driving la red eye mon w kid,neg
196,196,196,196,196,196,196,@VirginAmerica trying to book a flight &amp; your site is down ðŸ˜,trying book flight site,pos
197,197,197,197,197,197,197,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,flight flying boston need home cancelled flightled flight anything,neg
198,198,198,198,198,198,198,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,flight cancelled flighted psp jfk notification ability rebook disappointed expected better,neg
199,199,199,199,199,199,199,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,love dancing high school dance revue,neg
200,200,200,200,200,200,200,@VirginAmerica Your website is down and I'm trying to check in!,website trying check,neg
201,201,201,201,201,201,201,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",thank quick apparently faster sitting hold,neg
202,202,202,202,202,202,202,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,nervous flight dc lax getting cancelled flightled sent dm help,neg
203,203,203,203,203,203,203,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,cool picture another virginamerica plane,neg
204,204,204,204,204,204,204,@VirginAmerica Keep up the great work :),keep great work,neg
205,205,205,205,205,205,205,@VirginAmerica my goodness your people @love field are amazing under pressure â¤ï¸from Texas #beatstheothers in crisis Please fly me to NY,goodness people field amazing pressure texas beatstheothers crisis please fly ny,pos
206,206,206,206,206,206,206,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,thanks great flight la pilot great job landing go back la seriously,neg
207,207,207,207,207,207,207,@VirginAmerica can you please get me to the new york area before monday afternoon,please get new york area monday afternoon,neg
208,208,208,208,208,208,208,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",thanks much awesome guy,neg
209,209,209,209,209,209,209,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,seat row recline mention website soreback,neg
210,210,210,210,210,210,210,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,flight delayed hour la due mechanical handle like pro could tossed u free,neg
211,211,211,211,211,211,211,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  â„ï¸â„ï¸â„ï¸,cancelled flight flight precipitation scared,pos
212,212,212,212,212,212,212,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,twitter guy killed rescheduling thank,neg
213,213,213,213,213,213,213,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,guy charged reschedule flight cancelled flighted refusing refund,neg
214,214,214,214,214,214,214,@VirginAmerica canâ€™t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,access website safari iphone seems work mac need iphone add,neg
215,215,215,215,215,215,215,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",ipad clicking checkin link email received flight,neg
216,216,216,216,216,216,216,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",mobile site show let checkin,neg
217,217,217,217,217,217,217,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,really looking forward let know diehardvirgin,neg
218,218,218,218,218,218,218,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",cancelled flight flight one sec next cancelled email call,neg
219,219,219,219,219,219,219,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,problem link email thanks,neg
220,220,220,220,220,220,220,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,change another airline get dc today able land dc cost,neg
221,221,221,221,221,221,221,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,looking forward first flight today cancelled flightled along subsequent one,neg
222,222,222,222,222,222,222,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,putting great deal pdx la la pdx show,neg
223,223,223,223,223,223,223,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,wish afford fly next friday going back love everything airline,neg
224,224,224,224,224,224,224,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,gon na deal dallas dc deal dc sad,neg
225,225,225,225,225,225,225,"@VirginAmerica itâ€™s just a bug report, guys",bug guy,neg
226,226,226,226,226,226,226,@VirginAmerica hold times at call center are a bit much,hold time call center bit much,neg
227,227,227,227,227,227,227,@VirginAmerica Like http://t.co/VPqEm31XUQ,like,neg
228,228,228,228,228,228,228,@VirginAmerica Site down? #help,site help,neg
229,229,229,229,229,229,229,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,best flight attendant,neg
230,230,230,230,230,230,230,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",rt watch nominated film meetthefleet oscar,neg
231,231,231,231,231,231,231,@VirginAmerica thanks so much!,thanks,neg
232,232,232,232,232,232,232,"@VirginAmerica Trying to reset my password, email never arrives. Help?",trying reset email never,neg
233,233,233,233,233,233,233,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",airline based silicon disruption fcmostinnovative incubator,neg
234,234,234,234,234,234,234,@VirginAmerica Very nicely done. ðŸ‘,nicely,pos
235,235,235,235,235,235,235,@VirginAmerica Iâ€™m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),looking forward watching oscar flight home might even get something bubbly,neg
236,236,236,236,236,236,236,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,reason delay departure vx jfk,neg
237,237,237,237,237,237,237,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",today flight palm ca jfk ny cancelled,neg
238,238,238,238,238,238,238,@VirginAmerica hahaha ðŸ˜‚@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!ðŸ’—,hahaha guy love,pos
239,239,239,239,239,239,239,@VirginAmerica sounds like fun !,sound like fun,neg
240,240,240,240,240,240,240,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,update flight jfk lax,neg
241,241,241,241,241,241,241,@virginamerica spruce moose!,spruce,neg
242,242,242,242,242,242,242,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",cs site right please site,neg
243,243,243,243,243,243,243,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",flight vega boston checked online bag count fix,neg
244,244,244,244,244,244,244,"@VirginAmerica classiq, luv Virgin America. Greetingz",luv virgin greetingz,neg
245,245,245,245,245,245,245,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",trying website tried different browser problem continues,neg
246,246,246,246,246,246,246,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,thanks great customer service today helping get travel sorted,neg
247,247,247,247,247,247,247,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,thanks sweet route rockies airplanemodewason,neg
248,248,248,248,248,248,248,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,love music blasting gate boston waiting flight sanfrancisco could get iced,neg
249,249,249,249,249,249,249,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",passenger flt assaulted trust crew filed report,neg
250,250,250,250,250,250,250,@VirginAmerica current bug on website shows â€˜select departure cityâ€™ when selecting destination city http://t.co/SLLYIBE2vQ,current bug website show departure selecting destination city,neg
251,251,251,251,251,251,251,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,luggage severely wheel coming baggage claim luggage agent miranda,neg
252,252,252,252,252,252,252,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",thank easy itinerary shift impending painless,neg
253,253,253,253,253,253,253,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",love see girl inspired become rt free woaw event march,neg
254,254,254,254,254,254,254,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flightðŸ¸#sfo,good time vodkatonics entire,pos
255,255,255,255,255,255,255,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",beat share take santa cruz sentinel,neg
256,256,256,256,256,256,256,@VirginAmerica any plans to start flying direct from DAL to LAS?,plan start flying direct dal,neg
257,257,257,257,257,257,257,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,big werin avalonhollywood,neg
258,258,258,258,258,258,258,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",great job adding little improve air travel thank keep,neg
259,259,259,259,259,259,259,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver memberðŸ˜’,requested window seat confirmed window got stuck middle good way treat silver,pos
260,260,260,260,260,260,260,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,grand budapest hotel oscarscountdown,neg
261,261,261,261,261,261,261,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,missed next trip,neg
262,262,262,262,262,262,262,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,wtf paid direct flight purpose stop fuel exhausted frequent flier nothing,neg
263,263,263,263,263,263,263,@VirginAmerica there is something wrong with you website in Safari iPhone,something wrong website safari iphone,neg
264,264,264,264,264,264,264,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,thanks gate checking baggage full flight giving early boarding sweet,neg
265,265,265,265,265,265,265,@VirginAmerica Already checked in so the page expired :X,already checked page expired,neg
266,266,266,266,266,266,266,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,boo refunding seat upgrade fee want buy first,neg
267,267,267,267,267,267,267,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,share rise financial result usa today,neg
268,268,268,268,268,268,268,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,add pillow instead seat first class arm race,neg
269,269,269,269,269,269,269,@VirginAmerica I see what you did there ;),see,neg
270,270,270,270,270,270,270,@VirginAmerica way to take advantage of #MayweatherPacquiao :),way take advantage mayweatherpacquiao,neg
271,271,271,271,271,271,271,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,know flying virgin fight mayweatherpacquiao,neg
272,272,272,272,272,272,272,@VirginAmerica your inflight team makes the experience #amazing!,inflight team make experience amazing,neg
273,273,273,273,273,273,273,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,cutest salt pepper shaker think guy get better,neg
274,274,274,274,274,274,274,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selectedðŸ‘Ž #DISAPPOINTED",moved seat cabin select behind row disappointed,pos
275,275,275,275,275,275,275,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,share result,neg
276,276,276,276,276,276,276,@VirginAmerica fav airline,fav airline,neg
277,277,277,277,277,277,277,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),hot female dca,neg
278,278,278,278,278,278,278,ðŸ‘ðŸ‘âœˆï¸âœˆï¸ðŸ’— When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.â€,guy going start flying,pos
279,279,279,279,279,279,279,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,policy flying still waiting answer tell,neg
280,280,280,280,280,280,280,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,already contacted central baggage sent charging dress lost suitcase help,neg
281,281,281,281,281,281,281,@VirginAmerica Thank you!!,thank,neg
282,282,282,282,282,282,282,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,anything going getting lot error past,neg
283,283,283,283,283,283,283,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,think left something plane,neg
284,284,284,284,284,284,284,@VirginAmerica I need you to follow back in order to DM.,need follow back order,neg
285,285,285,285,285,285,285,@VirginAmerica Need to start flying to @KCIAirport .  ðŸ˜ŠðŸ˜€ðŸ˜ƒðŸ˜„,need start flying,pos
286,286,286,286,286,286,286,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,told check airline regulation first contacted,neg
287,287,287,287,287,287,287,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,checked flight sfo lax told atlantic flying club gold get,neg
288,288,288,288,288,288,288,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,husband ordered three drink via screen never,neg
289,289,289,289,289,289,289,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),soooo guy going leave seatbelt light barely call turbulence,neg
290,290,290,290,290,290,290,@VirginAmerica what is your policy on flying after surgery?,policy flying,neg
291,291,291,291,291,291,291,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,post second consecutive net profit,neg
292,292,292,292,292,292,292,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",funny website missing javascript stylesheets checkin dislike,neg
293,293,293,293,293,293,293,@VirginAmerica would love to do more for virgin just like I do for @GoPro,would love virgin like,neg
294,294,294,294,294,294,294,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,result handily exceed forecast,neg
295,295,295,295,295,295,295,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",applied position wondering guy received,neg
296,296,296,296,296,296,296,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,achieves second year profitability despite revenue pressure,neg
297,297,297,297,297,297,297,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",give positive see increased competition,neg
298,298,298,298,298,298,298,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,trying check ct flight tmm desktop website working sort caching so,neg
299,299,299,299,299,299,299,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,weather delay next week jfk bos dca,neg
300,300,300,300,300,300,300,@VirginAmerica @madbee95 check the website before you go to the airport!,check website go,neg
301,301,301,301,301,301,301,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,guy know link email,neg
302,302,302,302,302,302,302,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,pilot say expect choppy landing nyc due gusty wind temperature degree windchill,neg
303,303,303,303,303,303,303,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,loved wait return mostly watch inflight safety video sorrynotsorry,neg
304,304,304,304,304,304,304,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",lost luggage day ago flight vx lax iad calling every give back stuff,neg
305,305,305,305,305,305,305,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,flight booking problem section website seems broken might wan na look,neg
306,306,306,306,306,306,306,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,wanted see new route planned year love flying guy hope,neg
307,307,307,307,307,307,307,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",probably inappropriate,neg
308,308,308,308,308,308,308,@VirginAmerica happy to spend the day together. Let's do this!,happy spend day,neg
309,309,309,309,309,309,309,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,saving sanity right,neg
310,310,310,310,310,310,310,@VirginAmerica missed my flight. How does standby work?,missed standby,neg
311,311,311,311,311,311,311,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,understanding helped comp,neg
312,312,312,312,312,312,312,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,brought way across country today see,neg
313,313,313,313,313,313,313,@VirginAmerica thank you! I absolutely will ðŸ˜Ž,thank absolutely,pos
314,314,314,314,314,314,314,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,look like broken link asset,neg
315,315,315,315,315,315,315,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' ðŸ˜˜,say turbulence,pos
316,316,316,316,316,316,316,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,manage itinerary section website seems broken,neg
317,317,317,317,317,317,317,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",check site look like every time load,neg
318,318,318,318,318,318,318,@VirginAmerica can u help this ðŸ‘¸ @FreyaBevan_Fund needs urgent treatment inðŸ‡ºðŸ‡¸2y old battling cancer could u help with flights ðŸ’—#freyasfund,u help need urgent treatment old battling cancer could u help flight,pos
319,319,319,319,319,319,319,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,may start service hawaii sanfrancisco year biztravel,neg
320,320,320,320,320,320,320,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,carrier le half price round trip,neg
321,321,321,321,321,321,321,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,wtf happening pdx late flight march one way sfo,neg
322,322,322,322,322,322,322,@VirginAmerica add DTW and I'm sold!,add dtw,neg
323,323,323,323,323,323,323,@VirginAmerica How about some free drinks on the flight back for the free promo?,free drink flight back free,neg
324,324,324,324,324,324,324,@VirginAmerica @SSal thanks!,,neg
325,325,325,325,325,325,325,@VirginAmerica momma I made it! ðŸ˜ðŸ˜ðŸ˜,momma made,pos
326,326,326,326,326,326,326,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,please contact portfolio left flight vx jfk sfo tonite seat need call,neg
327,327,327,327,327,327,327,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,flight jkf seat left need,neg
328,328,328,328,328,328,328,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,seattle wifey got duffle,neg
329,329,329,329,329,329,329,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",luggage filed promised still resolution response central,neg
330,330,330,330,330,330,330,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,debbie baldwin gave rockstar performance safety demo evening bestcrew sherocks,neg
331,331,331,331,331,331,331,@VirginAmerica Thanks!,,neg
332,332,332,332,332,332,332,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,thanks taking care rockstars travel,neg
333,333,333,333,333,333,333,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,thanks lovely soft travel san sfo,neg
334,334,334,334,334,334,334,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,requested mileage challenge status several week ago online heard get help,neg
335,335,335,335,335,335,335,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",trying book ticket nyc facing super fun broken keep trying,neg
336,336,336,336,336,336,336,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any HelpðŸ˜
ðŸ’—ðŸ‡¬ðŸ‡§ðŸ’—ðŸ‡ºðŸ‡¸ðŸ’—
ðŸŽ€ðŸŒðŸŽ€ http://t.co/UJfS9Zi6kd",many thanks ourprincess freyasfund usa bandie looking,pos
337,337,337,337,337,337,337,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",lofty view silverstatus,neg
338,338,338,338,338,338,338,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly ðŸ˜¥,applied status match feb got confirmation email still news guy dropped ball late flightly,pos
339,339,339,339,339,339,339,@VirginAmerica is my new go to airline,new go airline,neg
340,340,340,340,340,340,340,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
ðŸŽ€ðŸ‡¬ðŸ‡§ðŸŽ€ðŸ‡ºðŸ‡¸ðŸŽ€ http://t.co/778AzTDaer",help ourprincess need help usa,pos
341,341,341,341,341,341,341,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",adore looking forward flight austin two,neg
342,342,342,342,342,342,342,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,glad took first virgin flight year back transformative,neg
343,343,343,343,343,343,343,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,flight booking problem flight uphold status tax ticket count earned status statusmatch virginamerica,neg
344,344,344,344,344,344,344,@VirginAmerica trying to check-in...but looks like your site is down?,trying look like site,neg
345,345,345,345,345,345,345,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",spending birthday night get,neg
346,346,346,346,346,346,346,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,sent couple message email provided try next,neg
347,347,347,347,347,347,347,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",first time flying went sanfrancisco smooth easily new fav,neg
348,348,348,348,348,348,348,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",direct flight,neg
349,349,349,349,349,349,349,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,already done try go way go back,neg
350,350,350,350,350,350,350,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",really experience hoping w forced check small carry nothing empty cabin space board,neg
351,351,351,351,351,351,351,"@VirginAmerica
wjere is our luggage #so slow at lax",wjere luggage so slow lax,neg
352,352,352,352,352,352,352,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,jump dallas austin market,neg
353,353,353,353,353,353,353,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",spoke representative offered loyal customer fly well,neg
354,354,354,354,354,354,354,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,deeply disappointed birthday promo applied trip booked mere day received email,neg
355,355,355,355,355,355,355,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",happened direct flight looking see connecting help dontdothistome,neg
356,356,356,356,356,356,356,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,left blazer kooples jacket bag row second seat right gate flight sfo,neg
357,357,357,357,357,357,357,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,partner checkout mobile payment method help boost mobile conversion rate etailwest payment visa,neg
358,358,358,358,358,358,358,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",promoting product problem southwest recommend noneother,neg
359,359,359,359,359,359,359,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",love pls get direct route la,neg
360,360,360,360,360,360,360,@VirginAmerica i would like help with some flights please.,would like help flight,neg
361,361,361,361,361,361,361,Bruh â€œ@VirginAmerica: @giannilee Turn down for what. #VXSafetyDanceâ€,bruh turn,neu
362,362,362,362,362,362,362,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,work obsessed entire virgin,neg
363,363,363,363,363,363,363,@VirginAmerica ok! first time flying with you tonight :),first time flying tonight,neg
364,364,364,364,364,364,364,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,digging swanky pink mood lighting flight nyc need cabaret think,neg
365,365,365,365,365,365,365,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",need receipt could please,neg
366,366,366,366,366,366,366,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",embossed badge patch superior one currently,neg
367,367,367,367,367,367,367,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,jfk la dirty plane,neg
368,368,368,368,368,368,368,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,flight headed la jfk dirtiest va plane ever sad great,neg
369,369,369,369,369,369,369,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. ðŸ˜‰,got squared someone picked soon tweeted,pos
370,370,370,370,370,370,370,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,avis rental continue button work website book tried time,neg
371,371,371,371,371,371,371,@VirginAmerica delayed to10.30!!,delayed,neg
372,372,372,372,372,372,372,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,currently minute hold need anything add lap child,neg
