tweet_id,airline_sentiment,airline_sentiment_confidence,retweet_count,text,Feature Words (Lemma),Predicted Sentiment
5.68910590921609e+17,2,1.0,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,cutest salt pepper shaker ever Just I think guy ca get better,2
5.68901823215448e+17,0,1.0,0,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",move seat notice Better seat cabin select behind row I DISAPPOINTED,0
5.68898405189038e+17,1,1.0,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,share result,1
5.68897315458691e+17,2,1.0,0,@VirginAmerica fav airline,fav airline,2
5.6889007416481e+17,2,0.6776,0,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),hot female pilot Sweet DCA SFO,2
5.68890062286385e+17,1,1.0,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,When guy go start fly Paris You welcome,1
5.68884848632279e+17,1,1.0,0,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,policy fly surgery I still wait answer I tell doctor,1
5.68882014415249e+17,0,1.0,0,@VirginAmerica already contacted Central Baggage &amp,already contact Central Baggage amp,0
5.68874645564363e+17,2,1.0,0,@VirginAmerica Thank you!!,Thank,2
5.68868127364096e+17,0,0.6569,0,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,Is anything go website I get lot errors past minutes,0
5.68867068331864e+17,1,0.6773,0,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,I think leave something plane yesterday call ah,0
5.68865011717706e+17,1,0.642,0,@VirginAmerica I need you to follow back in order to DM.,I need follow back order DM,1
5.688648156549e+17,1,1.0,0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,Need start fly,1
5.68855933360607e+17,1,0.6791,0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,tell check airline regulation first I contact,0
5.68853685855334e+17,0,1.0,0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp,I check flight SFO LAX amp,0
5.68850967673897e+17,0,1.0,0,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,husband I order three drink via screen never come Awesome,0
5.68850943359496e+17,0,1.0,0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),soooo guy go leave seatbelt light flight You barely call turbulence,0
5.68847512372515e+17,1,1.0,0,@VirginAmerica what is your policy on flying after surgery?,policy fly surgery,1
5.68845553104069e+17,1,1.0,0,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,post second consecutive net profit,1
5.68840724700996e+17,0,1.0,0,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Funny story website break miss javascript stylesheets checkin process I dislike,0
5.68840560347374e+17,2,1.0,0,@VirginAmerica would love to do more for virgin just like I do for @GoPro,would love virgin like I,2
5.6883802004181e+17,1,1.0,0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,Results Handily Exceed Forecasts,1
5.68837602071204e+17,1,1.0,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",I apply position I wonder guy receive application,1
5.68833739192558e+17,1,1.0,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,achieve second year profitability despite revenue pressure,1
5.68830466830152e+17,1,1.0,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",give positive outlook see increase competition,1
5.68830133626253e+17,0,1.0,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,I try check CT flight tmm desktop website work sort cache bug SOS,0
5.68828648687591e+17,1,0.6625,0,@VirginAmerica weather delays &gt,weather delay gt,0
5.68828112626012e+17,1,1.0,0,@VirginAmerica @madbee95 check the website before you go to the airport!,check website go airport,0
5.68824637267685e+17,0,1.0,0,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,Do guy know link email break,0
5.68823689422053e+17,1,1.0,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp,pilot say expect choppy land NYC due gusty wind temperature degrees amp,1
5.68815689684816e+17,2,1.0,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,love Ca wait Monday return flight Mostly watch inflight safety video sorrynotsorry,2
5.68812046747202e+17,0,1.0,1,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",lose luggage days ago flight VX LAX IAD amp I call every day give back stuff,0
5.68811384437412e+17,0,0.662,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,The Flight Booking Problems section website seem break Chrome Might wan na look,0
5.68805696780825e+17,2,1.0,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,Hi Just want see new rout plan year Newark Love fly guy hope,2
5.68803996774879e+17,2,0.6884,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",I mean Probably inappropriate But,2
5.68802396907835e+17,2,0.6658,0,@VirginAmerica happy to spend the day together. Let's do this!,happy spend day together Let,2
5.68800805475783e+17,1,0.375,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,save sanity right,1
5.68795484283736e+17,1,1.0,0,@VirginAmerica missed my flight. How does standby work?,miss flight How standby work,0
5.68795139512127e+17,2,1.0,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,They understand help Thx Comps,2
5.68792520337039e+17,1,1.0,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,bring way across country today I see,1
5.68791035297468e+17,2,1.0,0,@VirginAmerica thank you! I absolutely will 😎,thank I absolutely,2
5.687901644049e+17,0,1.0,0,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,Looks like break link assets,0
5.68781819233092e+17,1,0.6529,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,ready Let say turbulence today,1
5.68775898234798e+17,0,1.0,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,manage itinerary section website seem break,0
5.68769672922812e+17,0,1.0,0,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",ca check site look like every time load,0
5.68735060104511e+17,1,1.0,2,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,u help need urgent treatment old battle cancer could u help flight freyasfund,1
5.68689188377403e+17,1,1.0,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,may start service Hawaii SanFrancisco year biztravel,1
5.68663147189416e+17,0,1.0,0,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,Other carriers less half price round trip fare I stun,0
5.68662343170675e+17,0,1.0,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,WTF happen PDX Late Flight March one way SFO,0
5.68646087361356e+17,1,0.6667,0,@VirginAmerica add DTW and I'm sold!,add DTW I sell,1
5.68643040073507e+17,2,0.6809,0,@VirginAmerica How about some free drinks on the flight back for the free promo?,How free drink flight back free promo,2
5.68633361595412e+17,2,1.0,0,@VirginAmerica @SSal thanks!,thank,2
5.68632394929959e+17,1,0.6354,0,@VirginAmerica momma I made it! 😁😁😁,momma I make,1
5.68630879246901e+17,1,1.0,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,please contact portfolio leave flight VX JFK SFO tonite seat Need return Call,1
5.68629385105793e+17,1,0.6742,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,help I On Flight JKF tonight seat leave portfolio Need back,1
5.68626625857729e+17,1,0.6745,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,Seattle bind Wifey get duffle vday She keeper Holla,1
5.68608718994027e+17,0,1.0,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",luggage go I file paperwork promise Still resolution response central luggage,0
5.68607562251108e+17,1,0.6461,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,Debbie Baldwin give rockstar performance safety demo even BestCrew SheRocks,1
5.68605449659896e+17,2,0.6482,0,@VirginAmerica Thanks!,Thanks,2
5.68604690767872e+17,2,1.0,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,thank take care flight rockstars travel,2
5.68602941940044e+17,2,1.0,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,Thanks lovely soft view travel SAN SFO,2
5.68595620002279e+17,0,1.0,0,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,I request mileage challenge status several weeks ago online hear back How I get help,0
5.68585196699664e+17,0,0.6381,0,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",Just try book ticket NYC face super fun break style Do worry I keep try,0
5.68579880046227e+17,1,0.6703,1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",Many Thanks Follow ourprincess freyasfund USA Bandie Looking Any,1
5.68577243200377e+17,1,0.6559,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",Nice Lofty View SilverStatus,1
5.68576829000426e+17,0,1.0,0,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,Applied Status Match Feb Got confirmation email day Still news though You guy drop ball Late Flightly,0
5.68572344056181e+17,1,0.6673,0,@VirginAmerica is my new go to airline,new go airline,0
5.68571772251083e+17,1,1.0,1,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",Can You Help ourprincess need help USA,1
5.68553610981741e+17,2,1.0,0,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",I adore look forward flight Austin two weeks,2
5.6854352550509e+17,2,0.6875,0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,I glad mention I take first virgin flight years back transformative experience,2
5.68541317816562e+17,1,1.0,0,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,Flight Booking Problems flight uphold status match Do tax ticket count earn status point statusmatch virginamerica,1
5.6853688201275e+17,0,0.6539,0,@VirginAmerica trying to check-in...but looks like your site is down?,try look like site,0
5.68532221180535e+17,0,0.6558,1,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",spend birthday night Get home,0
5.68526847320785e+17,0,0.6596,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,Sent couple message email provide avail Will try next year Cheers,0
5.68525368572817e+17,2,1.0,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",first time fly Virgin go SanFrancisco smooth ride Easily new fav airline,2
5.68522203198698e+17,0,0.6436,0,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",seriously though direct flight may,0
5.68519971971539e+17,0,0.3617,0,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,It fine Already do purchase But try Just go way go back,0
5.68518985056002e+17,0,1.0,0,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",really experience I hop I ws force check small carry nothing empty cabin space board,0
5.68517565548339e+17,0,0.7223,0,"@VirginAmerica
wjere is our luggage #so slow at lax",wjere luggage slow lax,0
5.6851744784778e+17,1,0.6925,0,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,jump Dallas Austin market,1
5.68511755040657e+17,0,1.0,0,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",I speak representative offer solution I loyal customer fly well,0
5.68511474580066e+17,0,1.0,0,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,I deeply disappoint birthday promo apply trip I book mere days I receive email,0
5.68496820604822e+17,0,0.654,0,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",happen direct flight Looking May see connect help dontdothistome,1
5.68495808053703e+17,1,1.0,0,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,Can help Left blazer Kooples jacket bag row second seat right gate Flight sfo,1
5.6849268215219e+17,1,1.0,0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,partner Checkout mobile payment method help boost mobile conversion rat etailwest payments visa,1
5.68491256508232e+17,2,1.0,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",promote product problem southwest recommend noneother best,2
5.68490223417602e+17,2,1.0,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",love guy pls get direct rout LAS AUS,2
5.68483591623209e+17,1,1.0,0,@VirginAmerica i would like help with some flights please.,would like help flight please,0
5.68483491819754e+17,1,0.6624,0,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,Bruh Turn VXSafetyDance,1
5.68481985221538e+17,2,1.0,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,course I work I obsess entire Virgin family,2
5.68478510538494e+17,2,0.6548,0,@VirginAmerica ok! first time flying with you tonight :),ok first time fly tonight,2
5.68476562376532e+17,1,0.6696,0,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,Digging swanky pink mood light flight NYC SFO Just need cabaret singer Think,1
5.68472719102235e+17,1,1.0,0,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",Done I need receipt ASAP Could please help,1
5.68469942711886e+17,0,0.6756,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",I emboss badge patch superior ones currently use,0
5.68463892453724e+17,0,1.0,0,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,JFK LA dirty plane standards,0
5.68463244035289e+17,0,1.0,0,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,flight head LA JFK dirtiest VA plane I ever Sad great airline,0
5.68460512553353e+17,2,0.6888,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,get square away Someone pick soon I tweet Should tweet sooner,2
5.68458513636135e+17,0,1.0,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,Avis rental continue button work website book car Tried time phone This suck,0
5.6845714089497e+17,0,1.0,0,@VirginAmerica delayed to10.30!!,delay,0
5.68456334581981e+17,0,1.0,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,currently minute hold cust service Do I need anything add lap child reservation,0
5.68452676452807e+17,1,0.6837,0,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",Adds Pillows Instead Seats First Class Arms Race,1
5.68452186977362e+17,2,0.6667,0,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!,Of course Have fun celebrate Thanks Happy Chinese New Year,2
5.68451468560187e+17,2,0.6395,0,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,Flight Booking Problems last second flight next week SAN chance want gift promo code since I love guy,2
5.68447216156693e+17,0,1.0,0,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,Comenity Bank joke Please change Nothing constant problems bank,0
5.68440278853526e+17,1,0.6774,0,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",I I DM Do u also add,1
5.68437415603507e+17,2,0.6618,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",For Grandma Ella would lt bday greet flight crew She stewardess Eastern Airlines,2
5.68434482270708e+17,2,1.0,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp,Just buy tix ATX Dallas route thank add Love yr airline amp,2
5.68432117539066e+17,1,1.0,0,"@VirginAmerica Anytime, sugafly.",Anytime sugafly,1
5.68429677779366e+17,2,1.0,0,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,give credit Late Flight flight yesterday Great service That Wow moment Unexpected gesture,2
5.68428224813916e+17,1,1.0,0,@VirginAmerica I need a receipt for a flight change. Can you send one?,I need receipt flight change Can send one,1
5.68423029371335e+17,0,1.0,0,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",I submit status match request back still hear I fly Monday Can look accelerate,1
5.684060487779e+17,2,1.0,0,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,safety video LOVED first cross country flight livewelltraveled sytycd,2
5.68392783922373e+17,2,0.6871,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,look fat It look yummy,2
5.68391084210037e+17,1,1.0,0,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",CEO say Southwest amp jetblue stray low cost model,1
5.68382154071089e+17,1,0.6811,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,brilliant brisk Boston cue,1
5.68364437599437e+17,1,1.0,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,Atlantic plough lone furrow MiddleEast,1
5.68349321634013e+17,1,1.0,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,Atlantic plough lone furrow MiddleEast,1
5.68307768551027e+17,1,0.7026,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,Atlantic plough lone furrow MiddleEast,1
5.68303606710956e+17,2,0.6724,0,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,omg nonstop Dallas Austin,2
5.68279994876572e+17,2,1.0,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),Your plan really pretty Just think u know,2
5.68265552583479e+17,1,1.0,0,@VirginAmerica when are you flying to hawaii,fly hawaii,1
5.68259485413716e+17,0,0.6801,0,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,I pull hair try book flight u Your site work iPhone computer help,0
5.68245360998658e+17,2,1.0,0,@VirginAmerica thank you,thank,2
5.68240364315783e+17,0,0.6307,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,Can I get help support ticket It days Incident Thank,0
5.68239036533498e+17,2,1.0,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,good home texas moodlighting,2
5.68218962833461e+17,0,1.0,0,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,I even open laptop seat I pay premium Let,0
5.68216286561374e+17,0,1.0,0,@VirginAmerica I am in seat 4C and I cannot even open my laptop,I seat I even open laptop,0
5.68209028188234e+17,1,1.0,0,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,If guy start flight end month Guess I still road trip Feb,1
5.68204964742496e+17,2,1.0,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",thank Been need way make Austin trip DCA come,2
5.68203174198284e+17,1,1.0,3,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",announce New Route Austin,1
5.68199730989175e+17,1,0.3483,0,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,Really Sprint I think guy,1
5.68195292803129e+17,2,1.0,0,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,cool Never ur plan I,2
5.68193116437484e+17,1,0.639,0,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,dollar fare,1
5.68189531033174e+17,2,1.0,0,@VirginAmerica great. Well deserved.,great Well deserve,2
5.68174745293709e+17,0,0.6727,0,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,FYI info email address say contact password reset email exist Emails bounce,1
5.68165573869199e+17,0,1.0,0,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,Status match weeks go next week hope flt count towards requirement Cust Svc help,0
5.6815768069673e+17,0,0.6702,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,website suck donkey dicks Just think know All best,0
5.68150150289461e+17,1,0.6769,0,@VirginAmerica You should still develop an app - then you will be my favorite airline.,You still develop app favorite airline,1
5.68148652352545e+17,0,0.6876,0,@VirginAmerica all crap channels which is why I pay to watch UK tv,crap channel I pay watch UK tv,0
5.68146157534368e+17,2,1.0,0,@VirginAmerica got it. All set - Thanks!,get All set Thanks,2
5.68144330268869e+17,1,1.0,0,@VirginAmerica no A's channel this year?,A channel year,1
5.6814252611002e+17,1,1.0,0,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,Only thing I see passbook Virgin Mobile Mexico How I integrate,1
5.68140092453179e+17,2,1.0,0,@VirginAmerica Giants and Virgin America. A match made in heaven.,Giants Virgin America A match make heaven,2
5.68140010458894e+17,2,1.0,0,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",thank goodness Also see friday nwk gt BOOM,2
5.68136946016522e+17,0,1.0,0,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.,come iPhone app Still use make waste paper,0
5.68132935037133e+17,0,1.0,0,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,Your back seat entertainment system accept credit card apostrophe surname apostrophefail,0
5.6813220471237e+17,0,0.6901,0,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,When VX use LGA slot instead today Adding AUS make less likely,0
5.68122723915862e+17,1,0.6646,0,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,help step game TinderTips tinderchamp,1
5.68120102660342e+17,2,1.0,0,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,I luv ur people product thing u charge herbal tea black tea I caffeine drinker,2
5.68119079371997e+17,2,1.0,0,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,thank See soon I excite see expansion destinations Spread wing,2
5.68114097142653e+17,1,0.6629999999999999,2,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",announce new nonstop connect amp intro,1
5.68104519633994e+17,1,0.6895,1,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,add Love Field route,1
5.68104264733573e+17,0,0.6651,0,@VirginAmerica sad to learn you no longer fly SFO &gt,sad learn longer fly SFO gt,0
5.68101393111892e+17,1,0.6559,0,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",tweet Cancelled fee flight I rebook one affiliate If afiliates,1
5.68100257931747e+17,2,1.0,0,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,INCREDIBLE customer service I ever experience So refresh,2
5.68100090390426e+17,1,1.0,0,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",Now see VirginAmerica come Philadelphia PHL,1
5.68095440517755e+17,2,0.6655,0,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",I dream Did really open route Dallas Austin And mean Houston might next,2
5.68093957080551e+17,2,0.6522,0,@VirginAmerica OMG FINALLY,OMG FINALLY,2
5.68088472772157e+17,1,1.0,0,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,start flight Dallas Austin avgeek,1
5.68086068328682e+17,1,0.6632,0,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,Nice see expand Texas forget us SanDiego I would love see flight,1
5.68083179023651e+17,0,1.0,0,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,kinda suck earphone jack work flight They may want look future passengers,0
5.68079278505464e+17,0,1.0,0,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,Very poor experience First computer problem seat malfunction Stuck Missing meet San Diego,0
5.68068513224655e+17,1,1.0,0,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday",battle route via,1
5.68068214325785e+17,2,1.0,0,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,thankyou route make day,2
5.68064123621093e+17,2,1.0,0,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,awesome deal way,2
5.68061922265805e+17,1,1.0,0,@VirginAmerica I miss the #nerdbird in San Jose,I miss nerdbird San Jose,1
5.68059129601724e+17,2,1.0,0,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",love take backyard Consumers win biz compete,2
5.68058610296566e+17,2,1.0,0,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.,fly Love Austin That excellent news,2
5.68054702635483e+17,1,0.6477,0,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,make every VX plane nerdbird Why Austin one get nerd love,1
5.68053134439788e+17,1,0.6202,0,@VirginAmerica please add more frequency to PDX Portland,please add frequency PDX Portland,1
5.6805077774438e+17,2,1.0,0,@VirginAmerica Congrats VX on the new route! ✈️🎉,Congrats VX new route,2
5.68017135236022e+17,0,1.0,0,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",I try You offer charge additional new ticket strand Thurs time last time,0
5.68011935347839e+17,1,1.0,4,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,u help flight get old battle cancer need treatment,1
5.67972416846217e+17,0,1.0,0,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",Never bad experience one take cake Now extortion carry items well,0
5.67972174398689e+17,0,1.0,0,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,Had spend hours worry items carryon would since I could carry plane lock bag,0
